timestamp,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,vx,vy,vz,rx,ry,rz
1714242898.19510570,map,base_link,-0.9735593199729919,68.04563903808594,-25.86579132080078,-0.0,-0.0,-0.1598343490658618,0.9871438501346662,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.121309268,map,base_link,-0.985375165939331,68.05123138427734,-25.86090850830078,-0.0,-0.0,-0.16011000940373407,0.9870991768250728,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.221312623,map,base_link,-0.9961100220680237,68.0518798828125,-25.868696212768555,-0.0,-0.0,-0.16038683171814483,0.9870542356990397,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.323070169,map,base_link,-1.0323598384857178,68.061767578125,-25.843555450439453,-0.0,-0.0,-0.16077671372989433,0.9869908045783484,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.423807898,map,base_link,-1.0825155973434448,68.08032989501953,-25.832578659057617,-0.0,-0.0,-0.1613927391584402,0.9868902592218325,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.524547836,map,base_link,-1.146259069442749,68.10055541992188,-25.82963752746582,-0.0,-0.0,-0.16218010625921095,0.9867611733006884,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.628113940,map,base_link,-1.2266424894332886,68.12816619873047,-25.80842399597168,-0.0,-0.0,-0.16319554466759453,0.9865937432401684,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.726073215,map,base_link,-1.3237407207489014,68.15990447998047,-25.799365997314453,-0.0,-0.0,-0.16429415340729517,0.9864113904229717,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.826557950,map,base_link,-1.4338074922561646,68.19818115234375,-25.804134368896484,-0.0,-0.0,-0.16562723988730735,0.9861884289563088,0.0,0.0,0.0,0.0,0.0,0.0
1714242898.927353152,map,base_link,-1.5489435195922852,68.23868560791016,-25.799236297607422,-0.0,-0.0,-0.16707991109665674,0.9859433570484327,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.28024481,map,base_link,-1.677570104598999,68.28504180908203,-25.79779052734375,-0.0,-0.0,-0.1685259973033027,0.9856972092041892,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.128818979,map,base_link,-1.8100911378860474,68.32945251464844,-25.793935775756836,-0.0,-0.0,-0.17018491470452551,0.9854121446415268,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.229307747,map,base_link,-1.928733229637146,68.37074279785156,-25.80548095703125,-0.0,-0.0,-0.17181074477366864,0.9851299751709504,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.329982884,map,base_link,-2.0426621437072754,68.41399383544922,-25.81283187866211,-0.0,-0.0,-0.17322023760645738,0.9848831145286036,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.420352467,map,base_link,-2.1538901329040527,68.46153259277344,-25.794462203979492,-0.0,-0.0,-0.17455968927517335,0.9846465939006517,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.521717625,map,base_link,-2.2542383670806885,68.50263214111328,-25.785430908203125,-0.0,-0.0,-0.1757633410477909,0.9844324496600658,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.622318617,map,base_link,-2.347238779067993,68.53973388671875,-25.788095474243164,-0.0,-0.0,-0.1768493394727399,0.9842379342049643,0.0,0.0,0.0,0.0,0.0,0.0
1714242899.723085275,map,base_link,-2.4407052993774414,68.5716323852539,-25.790050506591797,-0.0,-0.0,-0.17803847204689113,0.98402352739719,0.0,0.0,0.0,0.0,0.0,0.0
